Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
I,0.6136607523680582,0.2734886985127867,0.1301595678900168,0.1465899707747287,0.5770619820163716,0.0149416760871453,0.3917840204878548
I,0.5943915209917372,0.42355651044763476,0.1106472210673697,0.3103129072626722,0.6164119530580379,0.027058217271405,0.3979478830518814
I,0.6024133016857085,0.2806524711282184,0.135889384497243,0.1651224992381366,0.5991457597371771,0.0097399179963576,0.3659827740286299
I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655
M,0.0096605284517635,0.5295895620746814,0.2977040509408728,1.737969900737451,1.3426642969804905,0.4887832616232306,0.9582760963275956
I,0.7812900166767347,0.1744228736112324,0.0627582986347711,3.055274929833952,0.186683684908702,0.2136697747503017,0.5932179336414295
I,0.1808127908767475,0.14063423200921726,0.0722706203422532,0.6837324584757586,0.5885751758251024,0.0525766019624272,0.0273654625263968
F,0.3482069665430127,0.1894620148644361,0.2559237166485726,2.5583815763566005,1.977445058785267,0.317433499948841,0.0352945064002188
F,1.0291333264939229,0.5151458920478065,0.1568479219886719,0.18051709739109278,0.2108228476887436,0.1442690849779419,0.7869658474431132
M,1.413533506821025,0.6756480027373305,0.2005812854340936,2.8666942176783197,0.4329522145523019,0.2893181125016406,0.3411080586962904
M,1.4538023328866516,0.6654084059055838,0.42411580866978094,0.8812447120677411,0.2809072932601809,0.6569981870684005,0.9614481930290869
I,0.7336814725258127,0.7655587681211666,0.1344786692513638,0.1251753432559621,0.2750972835375031,0.1212292132722721,0.4045399174774188
I,0.8300471488903625,0.265753620923568,0.0615716594488485,0.1284023840120086,0.1970923294569411,0.1578198822115686,0.2912698034683289
M,1.4243868513944382,0.6864405639917925,0.1990837210782145,2.860515387762222,0.42438880276191765,0.2845636416200109,0.3383618443401033
I,0.692349593969059,0.0621670455250255,0.2109138278090129,3.30687932809634,0.0525341409820753,0.1307865799791679,0.512518477773929
F,0.2904356838359602,0.6413997856093199,0.1518999846660889,3.3516046121547816,1.6481586168139284,0.28211978422366,0.5175384554809097
F,0.0892629349741715,0.2445419356487613,0.0035013659428221,3.3469783771836337,1.4656426737307624,0.6144273332108267,0.3750401623718313
I,0.1097489849651132,0.0807804596796553,0.0598500576224938,0.497936580879166,0.6559125578775158,0.0137257824564307,0.0376302156999715
F,1.0003998471154505,0.6421399713899463,0.1694508188701147,0.5827227952883958,0.4155149528320811,0.9301715436276068,0.5656635152564483
F,1.012758675487829,0.6427155116077609,0.1642320585751226,0.5178566428535688,0.432047935861936,0.9234544709369716,0.5628530473244816
F,0.3335734541213308,0.161308219611787,0.254536653572613,2.5178962181587314,1.9750668497257613,0.3169959700907703,0.0738680499080853
M,1.8306569020840988,0.0420640916748522,0.2670887139141646,0.6099109577968983,0.8277845147607282,0.6741741678466997,0.6521450441501326
M,1.8457534554751065,0.024718119376895695,0.2686511233404032,0.619986155528998,0.7951312947984964,0.6672445136738013,0.671948764363879
M,1.808289679540584,0.0677427342019259,0.2579650280225903,0.6064360255348615,0.8133244793281191,0.6539877924297498,0.6695296132161755
M,1.5642194418448874,0.5699832255654701,0.2234039080344706,0.5357085250477628,0.8718823534073653,0.8078330676365966,1.032223840455839
F,0.3607272951054252,0.2057551449757887,0.0601862552757492,3.808653768215552,1.335138973550874,0.1583168225086518,0.2327645074174742
F,0.2476464132580384,0.09076182780421979,0.1925842537678587,2.8638140969684813,0.9360336767796928,0.1500353480700641,1.0215379340855617
F,0.2582592788493708,0.09780757364615661,0.1927959774879953,2.9130246605419394,0.9506804036882969,0.154412409998583,1.039370083907245
M,1.5889394215320063,0.5573309501791845,0.2192951514117904,0.4734458263691599,0.8536783872430499,0.8069457216784346,1.0350438089723293
M,1.565481384214604,0.9910116151209778,0.0323235163238198,3.97300848298354,0.3549455436420451,0.191982067201045,0.4460714965260587
M,0.1814763082335372,0.323545379088349,0.3101647046136796,4.506326520116826,1.7921697271288504,0.2263716161727309,1.179434565647158
F,0.3797425355760079,0.0890591264609912,0.0710036885236809,3.074300784241553,1.0617129791596405,0.0331353763401353,0.9253611486939295
M,1.856583258112479,1.0428867983835357,0.0638771584965947,3.2884852992465303,0.4077561893193476,0.4111043347636097,0.333628962930721
M,1.6283071214556206,0.7666309972326442,0.5562645645614571,0.0919217364039004,0.059950404703118604,0.5122271138596941,0.3222261026803088
M,1.3716876681915746,1.1505245488328806,0.3829937678858166,0.41720371987882515,0.1307198539561415,0.8315696143455956,1.0115420625595275
F,0.1333948144759748,0.6976957269778258,0.0634056636081128,4.2824515862786106,1.9771351855335728,0.3068155645764496,0.9697824401688684
F,0.2396170096243384,0.42555917143650385,0.2574147508672384,3.5289030293770924,1.9649169255009669,0.1951322902676506,0.8121647743195956
I,1.2458178713046184,0.8862972028854129,0.24614303439053847,0.0740746150341163,0.2584682961013823,0.670408926518139,0.7698357829355408
M,1.5159899045278022,1.1994278862253906,0.2642411343654358,0.4402435889647654,0.4937183507995117,0.4616847318776776,0.2660226822437695
M,1.5676541436108022,1.254538892675094,0.1724877238810042,0.004359239209398,0.4084007077972255,0.0072070348612374,0.5721830046605885
M,1.5095244393912155,1.242165741103285,0.0318497973454913,0.5607623489633989,0.4681194815598005,0.2504803518874161,0.7828796335969476
I,1.7574385543311968,1.020138144981918,0.207039157641492,0.1809867936139128,0.1084515185852788,0.3982603895097927,0.5998505007120466
I,0.7812900166767347,0.1744228736112324,0.0627582986347711,3.055274929833952,0.186683684908702,0.2136697747503017,0.5932179336414295
I,0.1808127908767475,0.14063423200921726,0.0722706203422532,0.6837324584757586,0.5885751758251024,0.0525766019624272,0.0273654625263968
F,0.3482069665430127,0.1894620148644361,0.2559237166485726,2.5583815763566005,1.977445058785267,0.317433499948841,0.0352945064002188
F,1.0291333264939229,0.5151458920478065,0.1568479219886719,0.18051709739109278,0.2108228476887436,0.1442690849779419,0.7869658474431132
M,1.413533506821025,0.6756480027373305,0.2005812854340936,2.8666942176783197,0.4329522145523019,0.2893181125016406,0.3411080586962904
M,1.4538023328866516,0.6654084059055838,0.42411580866978094,0.8812447120677411,0.2809072932601809,0.6569981870684005,0.9614481930290869
I,0.7336814725258127,0.7655587681211666,0.1344786692513638,0.1251753432559621,0.2750972835375031,0.1212292132722721,0.4045399174774188
I,0.8300471488903625,0.265753620923568,0.0615716594488485,0.1284023840120086,0.1970923294569411,0.1578198822115686,0.2912698034683289
M,1.4243868513944382,0.6864405639917925,0.1990837210782145,2.860515387762222,0.42438880276191765,0.2845636416200109,0.3383618443401033
I,0.692349593969059,0.0621670455250255,0.2109138278090129,3.30687932809634,0.0525341409820753,0.1307865799791679,0.512518477773929
F,0.2904356838359602,0.6413997856093199,0.1518999846660889,3.3516046121547816,1.6481586168139284,0.28211978422366,0.5175384554809097
F,0.0892629349741715,0.2445419356487613,0.0035013659428221,3.3469783771836337,1.4656426737307624,0.6144273332108267,0.3750401623718313
I,0.1097489849651132,0.0807804596796553,0.0598500576224938,0.497936580879166,0.6559125578775158,0.0137257824564307,0.0376302156999715
F,1.0003998471154505,0.6421399713899463,0.1694508188701147,0.5827227952883958,0.4155149528320811,0.9301715436276068,0.5656635152564483
F,1.012758675487829,0.6427155116077609,0.1642320585751226,0.5178566428535688,0.432047935861936,0.9234544709369716,0.5628530473244816
F,0.3335734541213308,0.161308219611787,0.254536653572613,2.5178962181587314,1.9750668497257613,0.3169959700907703,0.0738680499080853
M,1.8306569020840988,0.0420640916748522,0.2670887139141646,0.6099109577968983,0.8277845147607282,0.6741741678466997,0.6521450441501326
M,1.8457534554751065,0.024718119376895695,0.2686511233404032,0.619986155528998,0.7951312947984964,0.6672445136738013,0.671948764363879
M,1.808289679540584,0.0677427342019259,0.2579650280225903,0.6064360255348615,0.8133244793281191,0.6539877924297498,0.6695296132161755
M,1.5642194418448874,0.5699832255654701,0.2234039080344706,0.5357085250477628,0.8718823534073653,0.8078330676365966,1.032223840455839
F,0.3607272951054252,0.2057551449757887,0.0601862552757492,3.808653768215552,1.335138973550874,0.1583168225086518,0.2327645074174742
F,0.2476464132580384,0.09076182780421979,0.1925842537678587,2.8638140969684813,0.9360336767796928,0.1500353480700641,1.0215379340855617
F,0.2582592788493708,0.09780757364615661,0.1927959774879953,2.9130246605419394,0.9506804036882969,0.154412409998583,1.039370083907245
M,1.5889394215320063,0.5573309501791845,0.2192951514117904,0.4734458263691599,0.8536783872430499,0.8069457216784346,1.0350438089723293
M,1.565481384214604,0.9910116151209778,0.0323235163238198,3.97300848298354,0.3549455436420451,0.191982067201045,0.4460714965260587
M,0.1814763082335372,0.323545379088349,0.3101647046136796,4.506326520116826,1.7921697271288504,0.2263716161727309,1.179434565647158
F,0.3797425355760079,0.0890591264609912,0.0710036885236809,3.074300784241553,1.0617129791596405,0.0331353763401353,0.9253611486939295
M,1.856583258112479,1.0428867983835357,0.0638771584965947,3.2884852992465303,0.4077561893193476,0.4111043347636097,0.333628962930721
M,1.6283071214556206,0.7666309972326442,0.5562645645614571,0.0919217364039004,0.059950404703118604,0.5122271138596941,0.3222261026803088
M,1.3716876681915746,1.1505245488328806,0.3829937678858166,0.41720371987882515,0.1307198539561415,0.8315696143455956,1.0115420625595275
F,0.1333948144759748,0.6976957269778258,0.0634056636081128,4.2824515862786106,1.9771351855335728,0.3068155645764496,0.9697824401688684
F,0.2396170096243384,0.42555917143650385,0.2574147508672384,3.5289030293770924,1.9649169255009669,0.1951322902676506,0.8121647743195956
I,1.2458178713046184,0.8862972028854129,0.24614303439053847,0.0740746150341163,0.2584682961013823,0.670408926518139,0.7698357829355408
M,1.5159899045278022,1.1994278862253906,0.2642411343654358,0.4402435889647654,0.4937183507995117,0.4616847318776776,0.2660226822437695
M,1.5676541436108022,1.254538892675094,0.1724877238810042,0.004359239209398,0.4084007077972255,0.0072070348612374,0.5721830046605885
M,1.5095244393912155,1.242165741103285,0.0318497973454913,0.5607623489633989,0.4681194815598005,0.2504803518874161,0.7828796335969476
I,1.7574385543311968,1.020138144981918,0.207039157641492,0.1809867936139128,0.1084515185852788,0.3982603895097927,0.5998505007120466
I,0.1232138190182646,0.2630275794643783,0.0658968317607978,0.189391467480878,0.5776017832184387,0.196365376373904,0.0829261469739945
M,1.5174374828281254,0.8934023320930327,0.2871317088531639,2.96015849681074,0.955151362132332,0.11627178466002448,0.6099684201231009
M,0.3434693482328217,0.6450793910390029,0.1694238433470314,0.9301850743334882,1.172220956311789,0.5077095881060169,0.9788951782320484
M,0.669451235520545,0.0195459829322258,0.2473688506424941,3.521439737679258,0.2401741547225048,0.0618446077757795,0.1573855006652665
I,0.2567352438997215,0.6573175969755277,0.1402879429080715,0.3203788818148014,0.5662258176945372,0.2222001126255151,0.09973850202075518
I,0.7552991693184311,0.025627224511524795,0.0431304909978502,0.2281439907416055,0.33455741315097126,0.0181513586885321,0.3189234993418358
I,0.1666747925937047,0.5669434608479609,0.1195375517656751,0.8999073860637052,0.6088711789584756,0.1560791117414547,0.0360022836893874
F,1.089055292613929,0.4645207692380278,0.1468884953358777,1.5135068104010654,0.6874805376262629,0.6171057838919699,0.1899436881340454
I,0.4630605464038085,0.4457308287843326,0.0669161207957705,0.5708124483548799,0.34345361511509087,0.1264996248460015,0.3093314131158761
I,0.6090321147764839,0.09485651493938309,0.057698266303693305,0.967324839540842,0.4463120934197451,0.1273023355141162,0.2714590465227643
I,0.3244654317429454,0.4378185047716922,0.1115081677517631,0.8666668658639916,0.5093242073019111,0.1476658114535918,0.21001183624386113
M,1.4371246656608474,0.8878475437932813,0.1202629951859631,2.378141133245718,0.3874650191454197,0.8410526409244526,0.2417253519067815
M,0.1510941650049656,1.192890485203174,0.3917538928424265,0.6798671116827896,1.0424273217171407,0.6618688307503414,0.7864951407530097
M,0.9234252595850584,0.7335177292141692,0.2821690447167053,2.8707066654015243,0.0569373630754505,0.4032409180063579,0.3760060876530748
M,1.8457534554751065,0.024718119376895695,0.2686511233404032,0.619986155528998,0.7951312947984964,0.6672445136738013,0.671948764363879
M,0.1891483990448019,1.1919839565167647,0.3794685726746689,0.5556149752318261,1.011229702221653,0.6819909049125183,0.7744354525545749
M,0.98665170229402,0.1647474677212534,0.3415306081764514,3.975185575165561,1.0541595990011088,0.0031679600127529,0.711676330281984
M,1.808289679540584,0.0677427342019259,0.2579650280225903,0.6064360255348615,0.8133244793281191,0.6539877924297498,0.6695296132161755
I,0.7319014087571146,0.5232337801583281,0.1685888741297774,0.6712854015792644,0.1978696510253362,0.1767657730279932,0.0864662578928957
F,0.5199801804910166,0.3509349289838896,0.2301974799802845,3.349736554718132,1.154536235317068,0.1314692640013279,0.42360292172954866
M,1.123697355955056,1.0628968718892753,0.0337496846180791,3.396503040175025,1.5490561108308805,0.1994107826937277,1.1363076817392648
M,0.5201650301596196,0.7745125984139429,0.16296958558437133,0.9476096144631283,0.9618480679388764,0.69648875939072,1.0307648860149905
M,1.4243868513944382,0.6864405639917925,0.1990837210782145,2.860515387762222,0.42438880276191765,0.2845636416200109,0.3383618443401033
M,0.3064561068846815,0.3032973032696572,0.4287570583786329,2.47797900954634,1.5458844740606386,0.6351471539609855,0.5232597314000863
F,0.7168849242384581,0.1968070420460625,0.2150394374191963,1.9862690221916088,1.319113151077809,0.6221454822199725,0.339276024442205
M,1.5676541436108022,1.254538892675094,0.1724877238810042,0.004359239209398,0.4084007077972255,0.0072070348612374,0.5721830046605885
M,0.6549616064865285,0.3422905570403888,0.2435264717295567,4.14150906454643,1.182576663593408,0.2024039195296902,1.0136532044424291
F,1.06412148636095,0.1352622283457377,0.2794084080876752,2.031557011855697,1.4101572507221807,0.2498557987552647,0.5186363759765007
F,1.070353235240697,0.2561643166232689,0.0306621244384138,0.0396269931722202,0.2216181331885743,0.8858674669102485,0.0503958347370508
I,0.3189823255988721,0.445075705472861,0.089084626073264,0.3858467492151356,0.62631522324755,0.0041147107562748,0.0346442640625909
M,1.6283071214556206,0.7666309972326442,0.5562645645614571,0.0919217364039004,0.059950404703118604,0.5122271138596941,0.3222261026803088
I,0.7201798352257929,0.5962879597302035,0.0934179138192994,0.46451218798782384,0.2455289041289057,0.1051984665046322,0.1646025379816416
F,0.7466808158521703,0.7989759492563246,0.0310009182729123,2.620639186735514,1.8067451185404253,0.0640112583296683,0.3956301402874813
M,0.2381952399828656,0.1532699801967134,0.021617930267453095,0.8718394956503662,1.033161937048012,0.9214041113861028,1.0878358553725391
I,0.5481354271753501,0.7068287882955352,0.1108337557621082,0.2912203668239355,0.0036871174814138994,0.0142877646988098,0.2573275178456206
F,0.216308257081601,0.10637526889801087,0.0447699566267097,0.2205585261893342,1.0042297653440952,0.0152029701637072,0.3078461209309185
F,1.0570985811344256,0.13775748674031368,0.2838730256842061,2.006141441253821,1.3818932355522529,0.24048397405296,0.5246479892587131
I,0.1232138190182646,0.2630275794643783,0.0658968317607978,0.189391467480878,0.5776017832184387,0.196365376373904,0.0829261469739945
M,1.5174374828281254,0.8934023320930327,0.2871317088531639,2.96015849681074,0.955151362132332,0.11627178466002448,0.6099684201231009
M,0.3434693482328217,0.6450793910390029,0.1694238433470314,0.9301850743334882,1.172220956311789,0.5077095881060169,0.9788951782320484
M,0.669451235520545,0.0195459829322258,0.2473688506424941,3.521439737679258,0.2401741547225048,0.0618446077757795,0.1573855006652665
I,0.2567352438997215,0.6573175969755277,0.1402879429080715,0.3203788818148014,0.5662258176945372,0.2222001126255151,0.09973850202075518
I,0.7552991693184311,0.025627224511524795,0.0431304909978502,0.2281439907416055,0.33455741315097126,0.0181513586885321,0.3189234993418358
I,0.1666747925937047,0.5669434608479609,0.1195375517656751,0.8999073860637052,0.6088711789584756,0.1560791117414547,0.0360022836893874
F,1.089055292613929,0.4645207692380278,0.1468884953358777,1.5135068104010654,0.6874805376262629,0.6171057838919699,0.1899436881340454
I,0.4630605464038085,0.4457308287843326,0.0669161207957705,0.5708124483548799,0.34345361511509087,0.1264996248460015,0.3093314131158761
I,0.6090321147764839,0.09485651493938309,0.057698266303693305,0.967324839540842,0.4463120934197451,0.1273023355141162,0.2714590465227643
I,0.3244654317429454,0.4378185047716922,0.1115081677517631,0.8666668658639916,0.5093242073019111,0.1476658114535918,0.21001183624386113
M,1.4371246656608474,0.8878475437932813,0.1202629951859631,2.378141133245718,0.3874650191454197,0.8410526409244526,0.2417253519067815
M,0.1510941650049656,1.192890485203174,0.3917538928424265,0.6798671116827896,1.0424273217171407,0.6618688307503414,0.7864951407530097
M,0.9234252595850584,0.7335177292141692,0.2821690447167053,2.8707066654015243,0.0569373630754505,0.4032409180063579,0.3760060876530748
M,1.8457534554751065,0.024718119376895695,0.2686511233404032,0.619986155528998,0.7951312947984964,0.6672445136738013,0.671948764363879
M,0.1891483990448019,1.1919839565167647,0.3794685726746689,0.5556149752318261,1.011229702221653,0.6819909049125183,0.7744354525545749
M,0.98665170229402,0.1647474677212534,0.3415306081764514,3.975185575165561,1.0541595990011088,0.0031679600127529,0.711676330281984
M,1.808289679540584,0.0677427342019259,0.2579650280225903,0.6064360255348615,0.8133244793281191,0.6539877924297498,0.6695296132161755
I,0.7319014087571146,0.5232337801583281,0.1685888741297774,0.6712854015792644,0.1978696510253362,0.1767657730279932,0.0864662578928957
F,0.5199801804910166,0.3509349289838896,0.2301974799802845,3.349736554718132,1.154536235317068,0.1314692640013279,0.42360292172954866
M,1.123697355955056,1.0628968718892753,0.0337496846180791,3.396503040175025,1.5490561108308805,0.1994107826937277,1.1363076817392648
M,0.5201650301596196,0.7745125984139429,0.16296958558437133,0.9476096144631283,0.9618480679388764,0.69648875939072,1.0307648860149905
M,1.4243868513944382,0.6864405639917925,0.1990837210782145,2.860515387762222,0.42438880276191765,0.2845636416200109,0.3383618443401033
M,0.3064561068846815,0.3032973032696572,0.4287570583786329,2.47797900954634,1.5458844740606386,0.6351471539609855,0.5232597314000863
F,0.7168849242384581,0.1968070420460625,0.2150394374191963,1.9862690221916088,1.319113151077809,0.6221454822199725,0.339276024442205
M,1.5676541436108022,1.254538892675094,0.1724877238810042,0.004359239209398,0.4084007077972255,0.0072070348612374,0.5721830046605885
M,0.6549616064865285,0.3422905570403888,0.2435264717295567,4.14150906454643,1.182576663593408,0.2024039195296902,1.0136532044424291
F,1.06412148636095,0.1352622283457377,0.2794084080876752,2.031557011855697,1.4101572507221807,0.2498557987552647,0.5186363759765007
F,1.070353235240697,0.2561643166232689,0.0306621244384138,0.0396269931722202,0.2216181331885743,0.8858674669102485,0.0503958347370508
I,0.3189823255988721,0.445075705472861,0.089084626073264,0.3858467492151356,0.62631522324755,0.0041147107562748,0.0346442640625909
M,1.6283071214556206,0.7666309972326442,0.5562645645614571,0.0919217364039004,0.059950404703118604,0.5122271138596941,0.3222261026803088
I,0.7201798352257929,0.5962879597302035,0.0934179138192994,0.46451218798782384,0.2455289041289057,0.1051984665046322,0.1646025379816416
F,0.7466808158521703,0.7989759492563246,0.0310009182729123,2.620639186735514,1.8067451185404253,0.0640112583296683,0.3956301402874813
M,0.2381952399828656,0.1532699801967134,0.021617930267453095,0.8718394956503662,1.033161937048012,0.9214041113861028,1.0878358553725391
I,0.5481354271753501,0.7068287882955352,0.1108337557621082,0.2912203668239355,0.0036871174814138994,0.0142877646988098,0.2573275178456206
F,0.216308257081601,0.10637526889801087,0.0447699566267097,0.2205585261893342,1.0042297653440952,0.0152029701637072,0.3078461209309185
F,1.0570985811344256,0.13775748674031368,0.2838730256842061,2.006141441253821,1.3818932355522529,0.24048397405296,0.5246479892587131
I,0.1232138190182646,0.2630275794643783,0.0658968317607978,0.189391467480878,0.5776017832184387,0.196365376373904,0.0829261469739945
M,1.5174374828281254,0.8934023320930327,0.2871317088531639,2.96015849681074,0.955151362132332,0.11627178466002448,0.6099684201231009
M,0.3434693482328217,0.6450793910390029,0.1694238433470314,0.9301850743334882,1.172220956311789,0.5077095881060169,0.9788951782320484
M,0.669451235520545,0.0195459829322258,0.2473688506424941,3.521439737679258,0.2401741547225048,0.0618446077757795,0.1573855006652665
I,0.2567352438997215,0.6573175969755277,0.1402879429080715,0.3203788818148014,0.5662258176945372,0.2222001126255151,0.09973850202075518
I,0.7552991693184311,0.025627224511524795,0.0431304909978502,0.2281439907416055,0.33455741315097126,0.0181513586885321,0.3189234993418358
I,0.1666747925937047,0.5669434608479609,0.1195375517656751,0.8999073860637052,0.6088711789584756,0.1560791117414547,0.0360022836893874
F,1.089055292613929,0.4645207692380278,0.1468884953358777,1.5135068104010654,0.6874805376262629,0.6171057838919699,0.1899436881340454
I,0.4630605464038085,0.4457308287843326,0.0669161207957705,0.5708124483548799,0.34345361511509087,0.1264996248460015,0.3093314131158761
I,0.6090321147764839,0.09485651493938309,0.057698266303693305,0.967324839540842,0.4463120934197451,0.1273023355141162,0.2714590465227643
I,0.3244654317429454,0.4378185047716922,0.1115081677517631,0.8666668658639916,0.5093242073019111,0.1476658114535918,0.21001183624386113
M,1.4371246656608474,0.8878475437932813,0.1202629951859631,2.378141133245718,0.3874650191454197,0.8410526409244526,0.2417253519067815
M,0.1510941650049656,1.192890485203174,0.3917538928424265,0.6798671116827896,1.0424273217171407,0.6618688307503414,0.7864951407530097
M,0.9234252595850584,0.7335177292141692,0.2821690447167053,2.8707066654015243,0.0569373630754505,0.4032409180063579,0.3760060876530748
M,1.8457534554751065,0.024718119376895695,0.2686511233404032,0.619986155528998,0.7951312947984964,0.6672445136738013,0.671948764363879
M,0.1891483990448019,1.1919839565167647,0.3794685726746689,0.5556149752318261,1.011229702221653,0.6819909049125183,0.7744354525545749
M,0.98665170229402,0.1647474677212534,0.3415306081764514,3.975185575165561,1.0541595990011088,0.0031679600127529,0.711676330281984
M,1.808289679540584,0.0677427342019259,0.2579650280225903,0.6064360255348615,0.8133244793281191,0.6539877924297498,0.6695296132161755
I,0.7319014087571146,0.5232337801583281,0.1685888741297774,0.6712854015792644,0.1978696510253362,0.1767657730279932,0.0864662578928957
F,0.5199801804910166,0.3509349289838896,0.2301974799802845,3.349736554718132,1.154536235317068,0.1314692640013279,0.42360292172954866
M,1.123697355955056,1.0628968718892753,0.0337496846180791,3.396503040175025,1.5490561108308805,0.1994107826937277,1.1363076817392648
M,0.5201650301596196,0.7745125984139429,0.16296958558437133,0.9476096144631283,0.9618480679388764,0.69648875939072,1.0307648860149905
M,1.4243868513944382,0.6864405639917925,0.1990837210782145,2.860515387762222,0.42438880276191765,0.2845636416200109,0.3383618443401033
M,0.3064561068846815,0.3032973032696572,0.4287570583786329,2.47797900954634,1.5458844740606386,0.6351471539609855,0.5232597314000863
F,0.7168849242384581,0.1968070420460625,0.2150394374191963,1.9862690221916088,1.319113151077809,0.6221454822199725,0.339276024442205
M,1.5676541436108022,1.254538892675094,0.1724877238810042,0.004359239209398,0.4084007077972255,0.0072070348612374,0.5721830046605885
M,0.6549616064865285,0.3422905570403888,0.2435264717295567,4.14150906454643,1.182576663593408,0.2024039195296902,1.0136532044424291
F,1.06412148636095,0.1352622283457377,0.2794084080876752,2.031557011855697,1.4101572507221807,0.2498557987552647,0.5186363759765007
F,1.070353235240697,0.2561643166232689,0.0306621244384138,0.0396269931722202,0.2216181331885743,0.8858674669102485,0.0503958347370508
I,0.3189823255988721,0.445075705472861,0.089084626073264,0.3858467492151356,0.62631522324755,0.0041147107562748,0.0346442640625909
M,1.6283071214556206,0.7666309972326442,0.5562645645614571,0.0919217364039004,0.059950404703118604,0.5122271138596941,0.3222261026803088
I,0.7201798352257929,0.5962879597302035,0.0934179138192994,0.46451218798782384,0.2455289041289057,0.1051984665046322,0.1646025379816416
F,0.7466808158521703,0.7989759492563246,0.0310009182729123,2.620639186735514,1.8067451185404253,0.0640112583296683,0.3956301402874813
M,0.2381952399828656,0.1532699801967134,0.021617930267453095,0.8718394956503662,1.033161937048012,0.9214041113861028,1.0878358553725391
